Epoch,lr,do,hs,b,gn,Loss,MSE,Acc,Set,Embedding,Group
5,0.01,0.2,10,20,0.005,-0.83057,1.54214,0.50071, Dev/Test,electra,G1220
1,0.01,0.2,25,10,0.005,-0.84498,1.83738,0.54265, Train,electra,G1221
1,0.01,0.2,25,10,0.005,-0.84412,1.32607,0.56486, Dev/Test,electra,G1222
2,0.01,0.2,25,10,0.005,-0.8538,1.51991,0.56047, Train,electra,G1223
2,0.01,0.2,25,10,0.005,-0.83797,1.95441,0.53914, Dev/Test,electra,G1224
3,0.01,0.2,25,10,0.005,-0.8605,2.25678,0.5856, Train,electra,G1225
3,0.01,0.2,25,10,0.005,-0.83683,2.8611,0.53522, Dev/Test,electra,G1226
4,0.01,0.2,25,10,0.005,-0.86539,3.31448,0.60144, Train,electra,G1227
4,0.01,0.2,25,10,0.005,-0.83565,4.52494,0.53678, Dev/Test,electra,G1228
5,0.01,0.2,25,10,0.005,-0.86885,4.47839,0.61027, Train,electra,G1229
5,0.01,0.2,25,10,0.005,-0.8301,5.5416,0.52565, Dev/Test,electra,G1230
1,0.01,0.2,25,20,0.005,-0.84373,2.17664,0.54211, Train,electra,G1231
1,0.01,0.2,25,20,0.005,-0.77754,1.86018,0.52973, Dev/Test,electra,G1232
2,0.01,0.2,25,20,0.005,-0.85245,1.48865,0.55211, Train,electra,G1233
2,0.01,0.2,25,20,0.005,-0.82545,1.68047,0.52141, Dev/Test,electra,G1234
3,0.01,0.2,25,20,0.005,-0.8604,1.38253,0.58047, Train,electra,G1235
3,0.01,0.2,25,20,0.005,-0.83209,1.50385,0.53851, Dev/Test,electra,G1236
4,0.01,0.2,25,20,0.005,-0.86572,1.51632,0.59931, Train,electra,G1237
4,0.01,0.2,25,20,0.005,-0.83062,1.52128,0.53098, Dev/Test,electra,G1238
5,0.01,0.2,25,20,0.005,-0.8696,1.80344,0.61339, Train,electra,G1239
5,0.01,0.2,25,20,0.005,-0.82688,1.67484,0.51937, Dev/Test,electra,G1240
1,0.01,0.2,50,10,0.005,-0.8448,1.6237,0.54224, Train,electra,G1241
1,0.01,0.2,50,10,0.005,-0.84487,1.74726,0.56518, Dev/Test,electra,G1242
2,0.01,0.2,50,10,0.005,-0.8497,2.44678,0.54233, Train,electra,G1243
2,0.01,0.2,50,10,0.005,-0.84487,2.84409,0.56565, Dev/Test,electra,G1244
3,0.01,0.2,50,10,0.005,-0.85325,4.15392,0.54987, Train,electra,G1245
3,0.01,0.2,50,10,0.005,-0.83996,6.08987,0.55482, Dev/Test,electra,G1246
4,0.01,0.2,50,10,0.005,-0.85794,6.60516,0.57322, Train,electra,G1247
4,0.01,0.2,50,10,0.005,-0.83974,7.94846,0.53945, Dev/Test,electra,G1248
5,0.01,0.2,50,10,0.005,-0.86151,8.25512,0.5861, Train,electra,G1249
5,0.01,0.2,50,10,0.005,-0.83895,9.80818,0.53631, Dev/Test,electra,G1250
1,0.01,0.2,50,20,0.005,-0.84442,1.68096,0.54193, Train,electra,G1251
1,0.01,0.2,50,20,0.005,-0.84549,1.33066,0.56502, Dev/Test,electra,G1252
2,0.01,0.2,50,20,0.005,-0.85504,1.43194,0.55848, Train,electra,G1253
2,0.01,0.2,50,20,0.005,-0.83883,1.65384,0.52125, Dev/Test,electra,G1254
3,0.01,0.2,50,20,0.005,-0.86352,2.07503,0.58812, Train,electra,G1255
3,0.01,0.2,50,20,0.005,-0.83342,2.21059,0.51451, Dev/Test,electra,G1256
4,0.01,0.2,50,20,0.005,-0.86811,3.04605,0.59833, Train,electra,G1257
4,0.01,0.2,50,20,0.005,-0.83217,3.24167,0.51137, Dev/Test,electra,G1258
5,0.01,0.2,50,20,0.005,-0.87198,4.50205,0.61075, Train,electra,G1259
5,0.01,0.2,50,20,0.005,-0.82712,4.93244,0.5018, Dev/Test,electra,G1260
